3232172740,50,10
4651261440,50,10
2149798703,50,10
8754603893,50,10
6489872148,50,10
7165584199,50,10
2331151714,50,10
8494657308,50,10
7141925543,50,10
2775533297,50,10
4402423931,50,10
8115547021,50,10
3722446213,50,10
4004008567,50,10
2190368451,50,10
7082013039,50,10
9171465053,50,10
7205876178,50,10
8231515496,50,10
4478549653,50,10
8445103076,50,10
5237382710,50,10
2835213748,50,10
8967019313,50,10
9646867514,50,10
4490052237,50,10
1751016467,50,10
8880316454,50,10
4737407991,50,10
6182472201,50,10
4689127330,50,10
7073436039,50,10
7359928931,50,10
1343177179,100,10
5901853309,100,10
6862968718,100,10
4662087156,100,10
9794621597,100,10
7763345514,100,10
1156279595,100,10
2364684417,100,10
7552728695,100,10
2178641508,100,10
6586991061,100,10
8843179311,100,10
7636208729,100,10
8057195526,100,10
2498074608,100,10
8354508221,100,10
6904312975,100,10
9307908407,100,10
1632624777,100,10
6751884728,100,10
7764558887,100,10
4567067102,100,10
2634470478,100,10
8698008878,100,10
6102939970,100,10
3149928354,100,10
7621608883,100,10
4415617390,100,10
4439438522,100,10
8545740597,100,10
7210103513,100,10
6103012601,100,10
6552830567,100,10
3141767357,150,10
7743155092,150,10
5949292103,150,10
8463653064,150,10
2734342710,150,10
3929582147,150,10
9248646076,150,10
6378876253,150,10
2714189544,150,10
2856776062,150,10
9911121540,150,10
3551167033,150,10
7000921616,150,10
1416828805,150,10
9157371723,150,10
8062292305,150,10
5974662336,150,10
4636746881,150,10
7080442601,150,10
4276859272,150,10
8421399564,150,10
8432211090,150,10
9876326611,150,10
9917723418,150,10
1226466110,150,10
5547888636,150,10
8629320633,150,10
3093153142,150,10
3577334745,150,10
4000834302,150,10
6892212789,150,10
5532863579,150,10
7485048561,150,10
2049332928,150,10
