1322098226,30
6297496737,30
6050599285,30
9230438226,30
5354750874,30
5387829551,30
4534494910,30
1563317814,30
9110067263,30
2733530438,30
4065379782,30
9980992786,30
3465679294,30
4471273380,30
5092520230,30
9333607591,30
4844358525,30
8616518451,30
5371492451,30
7476771495,30
2892218587,30
9496186768,30
2037174642,30
5048874152,30
7232476548,30
5311760355,30
3115612074,30
6248134869,30
9997737246,30
4066657004,30
2112751289,30
8068267336,30
1665721878,30
3927831648,30
2023232887,30
2871508699,30
7649856579,30
5961461651,30
6603240609,30
9018907496,30
6028872588,30
8718375955,30
8424814483,30
3241282865,30
9113722756,30
5462764511,30
5678641232,30
1952747460,30
9008337368,30
2498503719,150
2024628553,150
5242646367,150
7975306573,150
5931575939,150
4347967658,150
7045331374,150
7994171143,150
4649734736,150
2976983758,150
6151224059,150
9681628694,150
9235892632,150
1788632031,150
7009947641,150
7819962150,150
7340558677,150
7033323980,150
1090602851,150
7510996819,150
8336345304,150
5691970639,150
4478893525,150
7904508398,150
4592327071,150
9449698318,150
9444643910,150
8077382873,150
2567818208,150
8921747395,150
1018944683,150
7301434667,150
8556715929,150
3040286609,150
1599514903,150
5656027551,150
9765813218,150
2320848756,150
5651693698,150
7163790337,150
5195226813,150
7026662461,150
1107575795,150
4039463039,150
5004094006,150
5120199508,150
4840226901,150
8180076860,150
7801999507,150
8344976720,150
5770670237,150
